"filename", "language", "Verilog", "comment", "blank", "total"
"c:\Users\tphan\OneDrive\Desktop\Risc-v Processor\Data_Memory.v", "Verilog", 4, 0, 2, 6
"c:\Users\tphan\OneDrive\Desktop\Risc-v Processor\Instruction_Memory.v", "Verilog", 1, 0, 1, 2
"c:\Users\tphan\OneDrive\Desktop\Risc-v Processor\Register.v", "Verilog", 4, 0, 2, 6
"Total", "-", 9, 0, 5, 14
